number_of_vehicles,speed_limit,hour,month,day_of_week,first_road_class,road_type,junction_detail,junction_control,second_road_class,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,cluster
6,70,18,10,Tuesday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Wet or damp,0,0,Rural,1,0
1,70,18,5,Monday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
2,40,16,12,Tuesday,A,Roundabout,Not at or within 20 metres of junction,Automatic traffic signal,3,15,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,30,18,6,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
1,30,21,4,Thursday,A,Dual carriageway,Not at or within 20 metres of junction,Automatic traffic signal,3,15,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,13,5,Sunday,Unclassified,One way street,T or staggered junction,Give way or uncontrolled,3,13,Daylight,Fine no high winds,Dry,4,13,Urban,2,1
2,30,16,11,Tuesday,Unclassified,Dual carriageway,Crossroads,Automatic traffic signal,3,15,Darkness - lights lit,Fine no high winds,Wet or damp,0,0,Urban,2,1
2,30,13,8,Saturday,A,Single carriageway,Other junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,10,2,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fog or mist,Wet or damp,0,0,Rural,2,1
2,60,10,6,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,60,16,3,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,0
2,60,15,8,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,10,11,Saturday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,20,9,8,Monday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,60,14,4,Sunday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
2,30,22,7,Sunday,A,Single carriageway,T or staggered junction,Automatic traffic signal,6,15,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,30,16,8,Friday,B,One way street,Other junction,Give way or uncontrolled,5,0,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,30,23,11,Saturday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,21,3,Monday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lighting unknown,Fine no high winds,Dry,0,0,Urban,2,1
2,30,18,4,Saturday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
3,30,14,12,Tuesday,A,Dual carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,18,8,Saturday,C,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,4,13,Rural,2,1
4,50,22,11,Sunday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,0
1,60,21,6,Sunday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,40,10,5,Saturday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,14,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,0
2,30,19,10,Friday,B,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,14,3,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,12,9,Friday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
2,30,16,4,Saturday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,-1,1
2,30,11,6,Thursday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,20,9,Friday,A,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,6,17,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,70,17,7,Monday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Raining no high winds,Wet or damp,0,0,Rural,1,0
1,70,20,5,Tuesday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Rural,1,0
1,60,12,2,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine + high winds,Snow,0,17,Rural,-1,0
2,30,16,11,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
2,30,17,7,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,20,12,6,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,11,6,Tuesday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,4,17,Daylight,Unknown,Data missing / out of range,0,0,Urban,1,1
2,20,17,8,Wednesday,Unclassified,Unknown,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,20,19,4,Sunday,Unclassified,Single carriageway,Using private drive or entrance,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,60,17,11,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine no high winds,Dry,0,0,Urban,1,0
2,30,12,11,Friday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,50,9,3,Tuesday,A,Single carriageway,Other junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,23,9,Sunday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,13,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,40,16,12,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lighting unknown,Unknown,Data missing / out of range,-1,-1,Urban,2,1
2,30,16,9,Monday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,15,5,Wednesday,C,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,2,9,Wednesday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,30,9,11,Tuesday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
3,30,18,7,Tuesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,17,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,5,10,Monday,A,Dual carriageway,Junction with more than four arms,Automatic traffic signal,6,15,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,30,17,2,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,19,8,Thursday,C,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,13,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,13,8,Thursday,A,Single carriageway,T or staggered junction,Automatic traffic signal,6,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,19,6,Thursday,Unclassified,Single carriageway,Using private drive or entrance,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,14,8,Saturday,A,Dual carriageway,Junction with more than four arms,Automatic traffic signal,6,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,12,2,Friday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,17,Rural,1,0
3,60,17,8,Monday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,1,0
2,60,8,12,Sunday,A,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,15,7,Friday,Unclassified,Single carriageway,Using private drive or entrance,Give way or uncontrolled,6,17,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,30,21,4,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,17,12,Friday,A,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,30,21,5,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,13,9,Wednesday,A,Single carriageway,T or staggered junction,Authorised person,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,9,9,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,17,8,Saturday,Unclassified,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,0
1,50,12,4,Saturday,A,Dual carriageway,T or staggered junction,Automatic traffic signal,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,11,6,Sunday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
3,30,8,5,Wednesday,C,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,16,5,Tuesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,14,Daylight,Other,Dry,0,0,Urban,2,1
1,30,12,12,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,9,6,Monday,A,Single carriageway,Other junction,Automatic traffic signal,6,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,20,3,Wednesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,12,6,Friday,B,Single carriageway,Crossroads,Automatic traffic signal,6,15,Daylight,Other,Dry,0,0,Urban,2,1
2,30,9,10,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Other,Dry,0,0,Urban,2,1
3,30,12,4,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,60,17,9,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,0
2,30,9,12,Monday,B,Single carriageway,Junction with more than four arms,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,14,6,Tuesday,A,Roundabout,Data missing / out of range,Unknown,3,0,Daylight,Other,Dry,0,0,Urban,2,1
3,50,14,6,Saturday,A,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,15,4,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,19,11,Sunday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,5,0,Darkness - lights lit,Fine no high winds,Wet or damp,0,0,Rural,2,1
2,40,16,4,Tuesday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,1,0
2,20,7,10,Monday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,40,15,5,Wednesday,A,Dual carriageway,Crossroads,Automatic traffic signal,6,15,Daylight,Other,Dry,0,0,Urban,2,1
2,20,15,7,Monday,A,Single carriageway,Crossroads,Automatic traffic signal,3,15,Daylight,Fine no high winds,Dry,0,0,Urban,-1,1
1,30,8,12,Monday,B,Single carriageway,Other junction,Give way or uncontrolled,3,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,60,15,10,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,8,10,Thursday,A,Single carriageway,Other junction,Give way or uncontrolled,6,14,Daylight,Fine no high winds,Dry,0,0,Urban,-1,1
2,30,20,7,Thursday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,14,5,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,20,15,1,Wednesday,Unclassified,Unknown,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Unknown,Dry,0,0,Urban,2,1
2,30,17,10,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,20,17,7,Sunday,A,Single carriageway,Crossroads,Automatic traffic signal,5,15,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,70,9,2,Tuesday,A,Dual carriageway,Not at or within 20 metres of junction,Automatic traffic signal,3,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,1,0
2,30,4,8,Sunday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Rural,-1,1
2,70,17,12,Monday,Motorway,Unknown,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Raining no high winds,Wet or damp,0,0,Rural,1,0
2,30,19,12,Monday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,30,12,8,Friday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,12,2,Tuesday,Unclassified,Single carriageway,Other junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,6,3,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Frost or ice,0,0,Rural,1,0
2,30,14,8,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,99,Darkness - lights unlit,Fine no high winds,Dry,0,0,Urban,2,1
1,20,16,7,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,-1,1
3,40,14,3,Friday,A,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,50,9,12,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,18,6,Tuesday,A,Single carriageway,T or staggered junction,Automatic traffic signal,3,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,7,7,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,6,5,Friday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,8,11,Wednesday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,20,11,Friday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,99,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,30,21,12,Friday,Unclassified,Single carriageway,T or staggered junction,Automatic traffic signal,6,0,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,40,16,7,Saturday,A,Dual carriageway,Crossroads,Automatic traffic signal,3,13,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,19,8,Saturday,C,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,8,9,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,3,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,13,7,Saturday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,16,4,Monday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,60,13,5,Friday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine + high winds,Wet or damp,0,0,Rural,2,0
2,30,13,8,Tuesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,18,2,Wednesday,A,Dual carriageway,Junction with more than four arms,Automatic traffic signal,4,15,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
